ReviewID,ProductID,CustomerID,Rating,ReviewText,ReviewDate,datasource
REV-000540,PB-00389,CB-00113,1,Decent product for everyday use.,2025-01-26,store-b
REV-000541,PB-00145,CB-00934,1,Decent product for everyday use.,2025-07-27,store-b
REV-000542,PB-00024,CB-00542,2,Good but shipping was too slow.,2024-01-14,store-b
REV-000543,PB-00396,CB-00900,5,Decent product for everyday use.,2025-11-23,store-b
REV-000544,PB-00367,CB-01305,3,Decent product for everyday use.,2025-07-20,store-b
REV-000545,PROD-A-00120,CUST-A-00357,4,"Perfect gift, the recipient loved it!",2024-04-05,store-a
REV-000546,PROD-A-00184,CUST-A-01666,5,Absolutely love it! Will buy again.,2025-10-27,store-a
REV-000547,PB-00367,CB-00354,1,"Perfect gift, the recipient loved it!",2024-01-08,store-b
REV-000548,PROD-A-00013,CUST-A-00704,1,Exceeded my expectations in every way.,2025-01-08,store-a
REV-000549,PROD-A-00025,CUST-A-00819,5,"Not as described, very disappointed.",2025-10-09,store-a
REV-000550,PROD-A-00242,CUST-A-01358,1,"Perfect gift, the recipient loved it!",2024-01-06,store-a
REV-000551,PROD-A-00285,CUST-A-00937,3,Arrived on time and works perfectly.,2025-06-21,store-a
REV-000552,PROD-A-00393,CUST-A-00682,1,Decent product for everyday use.,2024-11-10,store-a
REV-000553,PB-00333,CB-00772,4,Good but shipping was too slow.,2025-03-23,store-b
REV-000554,PROD-A-00452,CUST-A-01166,1,"Excellent value for money, highly recommend!",2025-06-21,store-a
REV-000555,PROD-A-00154,CUST-A-01895,1,Exceeded my expectations in every way.,2024-04-05,store-a
REV-000556,PROD-A-00130,CUST-A-01092,2,"Not as described, very disappointed.",2025-10-09,store-a
REV-000557,PB-00370,CB-00817,2,"Average product, nothing special.",2025-10-20,store-b
REV-000558,PB-00003,CB-00767,5,Absolutely love it! Will buy again.,2024-10-30,store-b
REV-000559,PROD-A-00035,CUST-A-00574,2,Good but shipping was too slow.,2024-10-27,store-a
REV-000560,PB-00202,CB-00330,1,"Not as described, very disappointed.",2025-07-02,store-b
REV-000561,PB-00285,CB-00126,1,Good but shipping was too slow.,2025-11-21,store-b
REV-000562,PB-00301,CB-01166,4,"Average product, nothing special.",2025-05-29,store-b
REV-000563,PROD-A-00275,CUST-A-01652,3,"Broke after two weeks, terrible quality.",2025-10-07,store-a
REV-000564,PROD-A-00054,CUST-A-00928,2,Decent product for everyday use.,2024-10-01,store-a
REV-000565,PB-00036,CB-01376,2,"Perfect gift, the recipient loved it!",2025-01-29,store-b
REV-000566,PROD-A-00148,CUST-A-01315,2,"Average product, nothing special.",2025-12-29,store-a
REV-000567,PB-00201,CB-00016,5,Exceeded my expectations in every way.,2024-05-18,store-b
REV-000568,PB-00280,CB-00785,5,"Would not recommend, poor build quality.",2024-01-01,store-b
REV-000569,PB-00117,CB-00070,4,"Would not recommend, poor build quality.",2024-05-19,store-b
REV-000570,PROD-A-00228,CUST-A-01064,5,Decent product for everyday use.,2024-07-15,store-a
REV-000571,PB-00295,CB-00995,5,Decent product for everyday use.,2025-12-29,store-b
REV-000572,PB-00364,CB-01439,4,"Great product, exactly what I needed!",2024-07-21,store-b
REV-000573,PROD-A-00456,CUST-A-01174,2,"Perfect gift, the recipient loved it!",2025-07-20,store-a
REV-000574,PB-00238,CB-01118,4,Best purchase I've made this year!,2025-09-04,store-b
REV-000575,PROD-A-00209,CUST-A-01001,1,"Broke after two weeks, terrible quality.",2024-05-26,store-a
REV-000576,PB-00076,CB-00838,2,"Okay for the price, gets the job done.",2024-05-29,store-b
REV-000577,PROD-A-00404,CUST-A-01187,1,"Broke after two weeks, terrible quality.",2024-02-08,store-a
REV-000578,PROD-A-00225,CUST-A-00766,3,"Average product, nothing special.",2025-09-23,store-a
REV-000579,PROD-A-00480,CUST-A-00639,2,"Would not recommend, poor build quality.",2025-05-05,store-a
REV-000580,PB-00032,CB-00525,2,"Average product, nothing special.",2024-06-10,store-b
REV-000581,PROD-A-00123,CUST-A-01935,2,Absolutely love it! Will buy again.,2024-12-07,store-a
REV-000582,PROD-A-00039,CUST-A-00884,4,Best purchase I've made this year!,2025-10-15,store-a
REV-000583,PROD-A-00036,CUST-A-00043,1,"Excellent value for money, highly recommend!",2024-11-07,store-a
REV-000584,PB-00257,CB-00214,4,Arrived on time and works perfectly.,2024-03-11,store-b
REV-000585,PB-00083,CB-00775,2,Absolutely love it! Will buy again.,2024-11-29,store-b
REV-000586,PROD-A-00438,CUST-A-01485,5,"Okay for the price, gets the job done.",2025-01-01,store-a
REV-000587,PROD-A-00418,CUST-A-00629,5,"Okay for the price, gets the job done.",2024-07-14,store-a
REV-000588,PB-00221,CB-00464,5,Decent product for everyday use.,2024-08-26,store-b
REV-000589,PROD-A-00198,CUST-A-00736,1,"Would not recommend, poor build quality.",2024-06-13,store-a
REV-000590,PROD-A-00250,CUST-A-01401,5,"Excellent value for money, highly recommend!",2024-05-21,store-a
REV-000591,PROD-A-00113,CUST-A-00337,2,"Okay for the price, gets the job done.",2025-08-20,store-a
REV-000592,PB-00205,CB-01196,5,"Not as described, very disappointed.",2024-07-01,store-b
REV-000593,PROD-A-00331,CUST-A-01186,2,"Okay for the price, gets the job done.",2024-06-19,store-a
REV-000594,PROD-A-00204,CUST-A-01312,2,Arrived on time and works perfectly.,2024-09-08,store-a
REV-000595,PB-00094,CB-00407,5,Good but shipping was too slow.,2025-07-19,store-b
REV-000596,PROD-A-00354,CUST-A-00690,4,Exceeded my expectations in every way.,2025-01-16,store-a
REV-000597,PROD-A-00411,CUST-A-00636,4,"Not as described, very disappointed.",2025-05-31,store-a
REV-000598,PROD-A-00131,CUST-A-01698,4,"Broke after two weeks, terrible quality.",2024-03-21,store-a
REV-000599,PB-00219,CB-00510,4,"Perfect gift, the recipient loved it!",2024-12-19,store-b
REV-000600,PROD-A-00252,CUST-A-00381,4,Decent product for everyday use.,2024-04-14,store-a
REV-000601,PROD-A-00428,CUST-A-00443,3,"Average product, nothing special.",2025-12-31,store-a
REV-000602,PROD-A-00191,CUST-A-01792,3,Arrived on time and works perfectly.,2024-06-14,store-a
REV-000603,PB-00047,CB-00332,2,"Would not recommend, poor build quality.",2024-03-25,store-b
REV-000604,PB-00274,CB-00243,4,Quality could be better for the price.,2025-09-22,store-b
REV-000605,PROD-A-00405,CUST-A-00448,3,"Okay for the price, gets the job done.",2025-04-22,store-a
REV-000606,PROD-A-00115,CUST-A-01212,1,"Not as described, very disappointed.",2025-08-22,store-a
REV-000607,PB-00054,CB-01108,3,"Broke after two weeks, terrible quality.",2025-08-14,store-b
REV-000608,PB-00149,CB-00608,1,"Perfect gift, the recipient loved it!",2024-08-07,store-b
REV-000609,PROD-A-00213,CUST-A-00214,5,"Broke after two weeks, terrible quality.",2024-09-05,store-a
REV-000610,PB-00388,CB-00928,4,"Average product, nothing special.",2024-06-16,store-b
REV-000611,PROD-A-00200,CUST-A-01454,4,"Broke after two weeks, terrible quality.",2025-04-03,store-a
REV-000612,PROD-A-00341,CUST-A-01451,2,"Okay for the price, gets the job done.",2025-10-30,store-a
REV-000613,PROD-A-00247,CUST-A-00251,1,Quality could be better for the price.,2025-07-20,store-a
REV-000614,PB-00168,CB-01379,2,"Great product, exactly what I needed!",2025-09-29,store-b
REV-000615,PROD-A-00459,CUST-A-00553,4,"Would not recommend, poor build quality.",2025-05-10,store-a
REV-000616,PROD-A-00190,CUST-A-01026,5,"Not as described, very disappointed.",2025-01-09,store-a
REV-000617,PROD-A-00105,CUST-A-01239,4,Exceeded my expectations in every way.,2025-10-22,store-a
REV-000618,PROD-A-00142,CUST-A-01654,4,Quality could be better for the price.,2025-01-20,store-a
REV-000619,PROD-A-00306,CUST-A-01437,2,"Perfect gift, the recipient loved it!",2024-02-12,store-a
REV-000620,PB-00080,CB-00570,3,"Broke after two weeks, terrible quality.",2024-04-04,store-b
REV-000621,PROD-A-00136,CUST-A-00898,2,Absolutely love it! Will buy again.,2025-04-24,store-a
REV-000622,PROD-A-00187,CUST-A-01030,3,Decent product for everyday use.,2025-12-10,store-a
REV-000623,PB-00365,CB-00282,4,Absolutely love it! Will buy again.,2024-08-04,store-b
REV-000624,PROD-A-00168,CUST-A-00546,3,"Average product, nothing special.",2025-11-20,store-a
REV-000625,PB-00301,CB-00832,4,"Excellent value for money, highly recommend!",2024-09-23,store-b
REV-000626,PROD-A-00263,CUST-A-01791,4,"Okay for the price, gets the job done.",2024-02-04,store-a
REV-000627,PROD-A-00373,CUST-A-01318,5,Arrived on time and works perfectly.,2025-10-10,store-a
REV-000628,PB-00372,CB-01266,2,"Broke after two weeks, terrible quality.",2024-09-23,store-b
REV-000629,PROD-A-00480,CUST-A-01330,2,Arrived on time and works perfectly.,2025-08-19,store-a
REV-000630,PROD-A-00173,CUST-A-01476,2,"Average product, nothing special.",2024-11-08,store-a
REV-000631,PROD-A-00324,CUST-A-00668,3,Absolutely love it! Will buy again.,2024-10-13,store-a
REV-000632,PROD-A-00002,CUST-A-00103,1,Good but shipping was too slow.,2024-11-08,store-a
REV-000633,PB-00145,CB-00128,3,Arrived on time and works perfectly.,2024-05-31,store-b
REV-000634,PB-00262,CB-00378,4,"Broke after two weeks, terrible quality.",2024-01-17,store-b
REV-000635,PROD-A-00489,CUST-A-01304,4,"Average product, nothing special.",2024-04-17,store-a
REV-000636,PB-00092,CB-01199,3,"Not as described, very disappointed.",2024-01-17,store-b
REV-000637,PB-00283,CB-01361,4,Exceeded my expectations in every way.,2025-03-04,store-b
REV-000638,PB-00142,CB-01026,1,Best purchase I've made this year!,2025-09-18,store-b
REV-000639,PB-00161,CB-00651,1,Exceeded my expectations in every way.,2024-06-27,store-b
REV-000640,PROD-A-00320,CUST-A-01913,2,"Not as described, very disappointed.",2025-05-25,store-a
REV-000641,PROD-A-00394,CUST-A-01124,4,Absolutely love it! Will buy again.,2024-10-28,store-a
REV-000642,PROD-A-00187,CUST-A-01236,5,"Would not recommend, poor build quality.",2024-10-25,store-a
REV-000643,PROD-A-00482,CUST-A-00455,3,"Would not recommend, poor build quality.",2025-02-11,store-a
REV-000644,PROD-A-00053,CUST-A-01339,4,"Not as described, very disappointed.",2024-04-24,store-a
REV-000645,PB-00178,CB-00914,4,"Broke after two weeks, terrible quality.",2025-05-18,store-b
REV-000646,PROD-A-00387,CUST-A-00770,2,"Okay for the price, gets the job done.",2025-08-01,store-a
REV-000647,PB-00193,CB-00990,5,"Great product, exactly what I needed!",2025-09-24,store-b
REV-000648,PROD-A-00405,CUST-A-01767,4,"Broke after two weeks, terrible quality.",2024-03-25,store-a
REV-000649,PROD-A-00052,CUST-A-00974,3,Decent product for everyday use.,2024-12-16,store-a
REV-000650,PROD-A-00004,CUST-A-00702,4,Arrived on time and works perfectly.,2024-11-15,store-a
REV-000651,PROD-A-00226,CUST-A-00334,1,Quality could be better for the price.,2025-02-02,store-a
REV-000652,PB-00005,CB-00266,2,Best purchase I've made this year!,2024-09-03,store-b
REV-000653,PB-00363,CB-00149,3,"Great product, exactly what I needed!",2024-11-11,store-b
REV-000654,PROD-A-00426,CUST-A-01477,5,"Excellent value for money, highly recommend!",2024-12-11,store-a
REV-000655,PB-00023,CB-00746,1,"Broke after two weeks, terrible quality.",2025-09-21,store-b
REV-000656,PROD-A-00243,CUST-A-00227,3,"Average product, nothing special.",2024-09-16,store-a
REV-000657,PROD-A-00414,CUST-A-00125,4,"Not as described, very disappointed.",2024-07-26,store-a
REV-000658,PROD-A-00425,CUST-A-00369,1,Decent product for everyday use.,2024-04-21,store-a
REV-000659,PROD-A-00247,CUST-A-00824,5,"Broke after two weeks, terrible quality.",2024-01-27,store-a
REV-000660,PB-00364,CB-00571,4,"Average product, nothing special.",2025-12-17,store-b
REV-000661,PB-00311,CB-00708,3,"Would not recommend, poor build quality.",2025-11-06,store-b
REV-000662,PB-00044,CB-00849,1,Arrived on time and works perfectly.,2025-03-15,store-b
REV-000663,PB-00353,CB-01103,4,Quality could be better for the price.,2024-10-14,store-b
REV-000664,PROD-A-00408,CUST-A-00964,2,"Great product, exactly what I needed!",2025-04-09,store-a
REV-000665,PB-00187,CB-00071,5,Exceeded my expectations in every way.,2025-11-28,store-b
REV-000666,PROD-A-00097,CUST-A-00364,1,"Average product, nothing special.",2025-02-13,store-a
REV-000667,PB-00112,CB-00873,5,"Average product, nothing special.",2025-12-14,store-b
REV-000668,PROD-A-00130,CUST-A-01609,3,"Perfect gift, the recipient loved it!",2024-10-10,store-a
REV-000669,PB-00241,CB-00734,4,"Excellent value for money, highly recommend!",2024-08-03,store-b
REV-000670,PB-00268,CB-01159,1,Decent product for everyday use.,2024-09-11,store-b
REV-000671,PROD-A-00173,CUST-A-00916,1,Arrived on time and works perfectly.,2025-08-18,store-a
REV-000672,PROD-A-00465,CUST-A-01819,5,Good but shipping was too slow.,2024-10-02,store-a
REV-000673,PROD-A-00381,CUST-A-00364,4,"Okay for the price, gets the job done.",2025-05-16,store-a
REV-000674,PB-00361,CB-00684,3,"Would not recommend, poor build quality.",2025-09-19,store-b
REV-000675,PB-00084,CB-01468,1,Exceeded my expectations in every way.,2024-03-25,store-b
REV-000676,PB-00313,CB-00052,3,"Okay for the price, gets the job done.",2025-08-29,store-b
REV-000677,PROD-A-00160,CUST-A-01509,4,"Not as described, very disappointed.",2025-12-29,store-a
REV-000678,PROD-A-00083,CUST-A-00842,1,"Excellent value for money, highly recommend!",2024-06-11,store-a
REV-000679,PB-00019,CB-01252,4,"Average product, nothing special.",2025-12-25,store-b
REV-000680,PB-00254,CB-01454,1,Quality could be better for the price.,2024-02-15,store-b
REV-000681,PROD-A-00382,CUST-A-01187,2,Absolutely love it! Will buy again.,2024-04-25,store-a
REV-000682,PB-00116,CB-00059,4,Quality could be better for the price.,2024-08-22,store-b
REV-000683,PB-00162,CB-00142,2,"Excellent value for money, highly recommend!",2024-01-22,store-b
REV-000684,PROD-A-00293,CUST-A-00584,5,Exceeded my expectations in every way.,2024-11-07,store-a
REV-000685,PROD-A-00363,CUST-A-01908,2,Quality could be better for the price.,2025-05-22,store-a
REV-000686,PROD-A-00232,CUST-A-01018,3,"Great product, exactly what I needed!",2025-04-30,store-a
REV-000687,PB-00362,CB-00639,1,"Excellent value for money, highly recommend!",2025-03-06,store-b
REV-000688,PB-00094,CB-00687,4,"Okay for the price, gets the job done.",2025-02-26,store-b
REV-000689,PB-00102,CB-00942,3,"Broke after two weeks, terrible quality.",2024-09-25,store-b
REV-000690,PROD-A-00485,CUST-A-01180,4,Quality could be better for the price.,2024-05-23,store-a
REV-000691,PROD-A-00195,CUST-A-01422,2,Good but shipping was too slow.,2025-08-09,store-a
REV-000692,PB-00077,CB-00347,4,Best purchase I've made this year!,2025-12-04,store-b
REV-000693,PB-00025,CB-01136,1,Decent product for everyday use.,2025-01-02,store-b
REV-000694,PROD-A-00402,CUST-A-01964,3,Best purchase I've made this year!,2025-11-20,store-a
REV-000695,PROD-A-00236,CUST-A-01310,3,"Not as described, very disappointed.",2024-09-21,store-a
REV-000696,PROD-A-00362,CUST-A-01104,2,"Okay for the price, gets the job done.",2025-08-04,store-a
REV-000697,PROD-A-00160,CUST-A-00118,4,Best purchase I've made this year!,2024-12-29,store-a
REV-000698,PB-00360,CB-01177,2,Decent product for everyday use.,2025-01-15,store-b
REV-000699,PB-00060,CB-01248,3,"Average product, nothing special.",2025-07-29,store-b
REV-000700,PROD-A-00033,CUST-A-00300,3,Good but shipping was too slow.,2025-12-07,store-a
REV-000701,PB-00210,CB-00620,3,"Would not recommend, poor build quality.",2024-06-13,store-b
REV-000702,PROD-A-00432,CUST-A-00879,5,"Not as described, very disappointed.",2025-05-29,store-a
REV-000703,PROD-A-00215,CUST-A-00329,5,"Great product, exactly what I needed!",2024-07-21,store-a
REV-000704,PB-00017,CB-00748,4,Decent product for everyday use.,2025-08-26,store-b
REV-000705,PROD-A-00466,CUST-A-01639,5,"Great product, exactly what I needed!",2025-08-03,store-a
REV-000706,PROD-A-00313,CUST-A-01350,1,Exceeded my expectations in every way.,2024-10-06,store-a
REV-000707,PROD-A-00247,CUST-A-00176,5,"Excellent value for money, highly recommend!",2025-04-25,store-a
REV-000708,PROD-A-00168,CUST-A-01166,2,Good but shipping was too slow.,2025-07-21,store-a
REV-000709,PROD-A-00241,CUST-A-00508,4,Absolutely love it! Will buy again.,2024-11-30,store-a
REV-000710,PROD-A-00425,CUST-A-00902,4,"Would not recommend, poor build quality.",2025-10-20,store-a
REV-000711,PB-00121,CB-00359,3,Absolutely love it! Will buy again.,2025-09-25,store-b
REV-000712,PB-00266,CB-00554,4,"Excellent value for money, highly recommend!",2024-12-15,store-b
REV-000713,PB-00187,CB-00883,5,Quality could be better for the price.,2025-05-10,store-b
REV-000714,PROD-A-00370,CUST-A-01791,3,Quality could be better for the price.,2024-06-10,store-a
REV-000715,PROD-A-00484,CUST-A-00329,4,Decent product for everyday use.,2024-03-19,store-a
REV-000716,PB-00250,CB-01424,1,"Not as described, very disappointed.",2024-05-22,store-b
REV-000717,PROD-A-00058,CUST-A-00356,4,Good but shipping was too slow.,2025-08-29,store-a
REV-000718,PROD-A-00051,CUST-A-01339,2,Absolutely love it! Will buy again.,2025-08-15,store-a
REV-000719,PROD-A-00319,CUST-A-00071,1,Arrived on time and works perfectly.,2024-01-25,store-a
REV-000720,PROD-A-00495,CUST-A-01874,4,"Would not recommend, poor build quality.",2024-11-22,store-a
REV-000721,PROD-A-00402,CUST-A-00857,2,"Average product, nothing special.",2024-11-16,store-a
REV-000722,PROD-A-00443,CUST-A-00569,5,Best purchase I've made this year!,2025-11-15,store-a
REV-000723,PB-00373,CB-00176,3,Quality could be better for the price.,2024-05-21,store-b
REV-000724,PROD-A-00353,CUST-A-01047,4,Quality could be better for the price.,2025-03-30,store-a
REV-000725,PROD-A-00301,CUST-A-00008,5,"Excellent value for money, highly recommend!",2025-01-10,store-a
REV-000726,PB-00250,CB-00167,2,Exceeded my expectations in every way.,2025-05-22,store-b
REV-000727,PB-00376,CB-00395,3,Absolutely love it! Will buy again.,2024-09-03,store-b
REV-000728,PROD-A-00438,CUST-A-01130,3,Arrived on time and works perfectly.,2024-10-17,store-a
REV-000729,PB-00066,CB-00062,5,Best purchase I've made this year!,2024-02-02,store-b
REV-000730,PROD-A-00237,CUST-A-00856,4,"Perfect gift, the recipient loved it!",2025-01-30,store-a
REV-000731,PROD-A-00136,CUST-A-01147,2,Exceeded my expectations in every way.,2025-04-14,store-a
REV-000732,PB-00057,CB-00755,5,"Broke after two weeks, terrible quality.",2024-08-03,store-b
REV-000733,PB-00291,CB-01110,1,Decent product for everyday use.,2024-07-31,store-b
REV-000734,PB-00107,CB-00417,4,"Great product, exactly what I needed!",2024-03-15,store-b
REV-000735,PB-00351,CB-01447,3,"Okay for the price, gets the job done.",2024-09-25,store-b
REV-000736,PB-00086,CB-00484,5,"Perfect gift, the recipient loved it!",2025-06-26,store-b
REV-000737,PROD-A-00411,CUST-A-01453,1,Arrived on time and works perfectly.,2025-02-11,store-a
REV-000738,PB-00097,CB-00585,1,"Great product, exactly what I needed!",2025-01-01,store-b
REV-000739,PROD-A-00324,CUST-A-01607,5,"Would not recommend, poor build quality.",2025-09-23,store-a
REV-000740,PROD-A-00301,CUST-A-00596,4,Best purchase I've made this year!,2025-05-24,store-a
REV-000741,PB-00041,CB-01195,4,Good but shipping was too slow.,2024-04-16,store-b
REV-000742,PROD-A-00125,CUST-A-00283,2,Absolutely love it! Will buy again.,2025-07-17,store-a
REV-000743,PB-00038,CB-01479,5,Absolutely love it! Will buy again.,2024-01-16,store-b
REV-000744,PB-00041,CB-00389,4,"Perfect gift, the recipient loved it!",2025-01-02,store-b
REV-000745,PB-00387,CB-00701,5,Decent product for everyday use.,2025-10-29,store-b
REV-000746,PROD-A-00078,CUST-A-00438,3,"Excellent value for money, highly recommend!",2024-07-07,store-a
REV-000747,PB-00217,CB-00780,4,Best purchase I've made this year!,2024-12-20,store-b
REV-000748,PROD-A-00470,CUST-A-00748,1,"Okay for the price, gets the job done.",2025-03-03,store-a
REV-000749,PROD-A-00290,CUST-A-00849,1,"Not as described, very disappointed.",2024-02-01,store-a
REV-000750,PB-00297,CB-00847,3,Best purchase I've made this year!,2024-03-21,store-b
REV-000751,PROD-A-00420,CUST-A-01920,1,"Not as described, very disappointed.",2024-07-21,store-a
REV-000752,PROD-A-00483,CUST-A-00093,1,Arrived on time and works perfectly.,2025-08-10,store-a
REV-000753,PROD-A-00323,CUST-A-00331,3,"Great product, exactly what I needed!",2024-09-27,store-a
REV-000754,PB-00364,CB-01442,5,"Great product, exactly what I needed!",2025-06-07,store-b
REV-000755,PROD-A-00307,CUST-A-01934,5,"Great product, exactly what I needed!",2025-11-08,store-a
REV-000756,PB-00193,CB-00120,1,Good but shipping was too slow.,2024-09-16,store-b
REV-000757,PB-00240,CB-00468,5,Decent product for everyday use.,2024-04-29,store-b
REV-000758,PB-00334,CB-00977,3,Quality could be better for the price.,2024-03-02,store-b
REV-000759,PB-00247,CB-00610,3,"Would not recommend, poor build quality.",2024-09-12,store-b
REV-000760,PROD-A-00032,CUST-A-01470,3,Best purchase I've made this year!,2024-03-14,store-a
REV-000761,PROD-A-00367,CUST-A-01718,5,Exceeded my expectations in every way.,2025-02-28,store-a
REV-000762,PROD-A-00443,CUST-A-01676,5,"Great product, exactly what I needed!",2024-09-10,store-a
REV-000763,PB-00089,CB-00084,5,Exceeded my expectations in every way.,2024-08-07,store-b
REV-000764,PROD-A-00087,CUST-A-00001,2,"Not as described, very disappointed.",2024-04-27,store-a
REV-000765,PB-00274,CB-01049,4,"Average product, nothing special.",2025-09-19,store-b
REV-000766,PB-00150,CB-00774,2,"Perfect gift, the recipient loved it!",2025-02-17,store-b
REV-000767,PB-00386,CB-01484,1,"Average product, nothing special.",2024-04-24,store-b
REV-000768,PROD-A-00142,CUST-A-01076,3,Good but shipping was too slow.,2025-03-18,store-a
REV-000769,PROD-A-00212,CUST-A-00106,3,"Okay for the price, gets the job done.",2024-08-08,store-a
REV-000770,PB-00067,CB-00275,1,"Would not recommend, poor build quality.",2025-10-16,store-b
REV-000771,PROD-A-00301,CUST-A-01943,3,"Broke after two weeks, terrible quality.",2024-05-02,store-a
REV-000772,PB-00218,CB-00602,2,"Average product, nothing special.",2025-08-11,store-b
REV-000773,PROD-A-00145,CUST-A-00115,4,"Okay for the price, gets the job done.",2025-05-07,store-a
REV-000774,PB-00258,CB-01362,4,"Broke after two weeks, terrible quality.",2025-06-14,store-b
REV-000775,PB-00259,CB-00790,3,"Broke after two weeks, terrible quality.",2025-05-19,store-b
REV-000776,PROD-A-00304,CUST-A-00979,4,Quality could be better for the price.,2025-06-20,store-a
REV-000777,PB-00212,CB-01255,2,"Okay for the price, gets the job done.",2025-12-13,store-b
REV-000778,PB-00046,CB-00768,4,"Great product, exactly what I needed!",2025-11-30,store-b
REV-000779,PB-00059,CB-00651,2,"Not as described, very disappointed.",2025-02-20,store-b
REV-000780,PB-00366,CB-00115,4,Absolutely love it! Will buy again.,2025-07-23,store-b
REV-000781,PROD-A-00275,CUST-A-01726,5,"Not as described, very disappointed.",2025-08-05,store-a
REV-000782,PB-00258,CB-01449,2,"Excellent value for money, highly recommend!",2025-09-24,store-b
REV-000783,PROD-A-00118,CUST-A-00408,3,Exceeded my expectations in every way.,2024-04-09,store-a
REV-000784,PROD-A-00331,CUST-A-01124,4,"Great product, exactly what I needed!",2024-04-21,store-a
REV-000785,PROD-A-00350,CUST-A-00701,5,"Great product, exactly what I needed!",2024-03-24,store-a
REV-000786,PB-00325,CB-00682,2,Exceeded my expectations in every way.,2025-10-29,store-b
REV-000787,PROD-A-00115,CUST-A-00441,1,"Not as described, very disappointed.",2025-08-08,store-a
REV-000788,PB-00301,CB-00165,2,Quality could be better for the price.,2025-10-10,store-b
REV-000789,PROD-A-00196,CUST-A-01993,4,"Not as described, very disappointed.",2024-04-21,store-a
REV-000790,PROD-A-00150,CUST-A-00663,1,"Great product, exactly what I needed!",2024-11-02,store-a
REV-000791,PROD-A-00180,CUST-A-00112,2,Absolutely love it! Will buy again.,2024-03-03,store-a
REV-000792,PROD-A-00415,CUST-A-01039,5,Decent product for everyday use.,2024-07-05,store-a
REV-000793,PROD-A-00498,CUST-A-00500,5,Exceeded my expectations in every way.,2025-12-29,store-a
REV-000794,PB-00221,CB-00943,3,"Great product, exactly what I needed!",2024-06-30,store-b
REV-000795,PB-00212,CB-00773,2,"Average product, nothing special.",2024-10-27,store-b
REV-000796,PB-00041,CB-00172,3,"Okay for the price, gets the job done.",2025-05-25,store-b
REV-000797,PB-00242,CB-01020,3,"Okay for the price, gets the job done.",2025-11-14,store-b
REV-000798,PROD-A-00324,CUST-A-00410,3,"Okay for the price, gets the job done.",2024-12-24,store-a
REV-000799,PB-00348,CB-01291,5,"Average product, nothing special.",2024-01-20,store-b
REV-000800,PROD-A-00247,CUST-A-00939,2,Quality could be better for the price.,2025-02-28,store-a
REV-000801,PB-00031,CB-01045,3,Best purchase I've made this year!,2024-12-21,store-b
REV-000802,PROD-A-00477,CUST-A-00796,2,Quality could be better for the price.,2025-08-02,store-a
REV-000803,PB-00104,CB-01458,4,Exceeded my expectations in every way.,2024-09-26,store-b
REV-000804,PROD-A-00062,CUST-A-01567,2,"Okay for the price, gets the job done.",2025-02-02,store-a
REV-000805,PB-00396,CB-01378,1,"Not as described, very disappointed.",2025-11-03,store-b
REV-000806,PROD-A-00159,CUST-A-00849,5,Best purchase I've made this year!,2025-12-01,store-a
REV-000807,PROD-A-00398,CUST-A-01416,1,"Broke after two weeks, terrible quality.",2024-06-10,store-a
REV-000808,PROD-A-00448,CUST-A-01571,3,"Broke after two weeks, terrible quality.",2025-05-25,store-a
REV-000809,PROD-A-00294,CUST-A-00719,1,Decent product for everyday use.,2024-01-15,store-a
REV-000810,PB-00241,CB-00785,2,Good but shipping was too slow.,2025-09-22,store-b
REV-000811,PROD-A-00264,CUST-A-01883,1,"Would not recommend, poor build quality.",2024-02-03,store-a
REV-000812,PROD-A-00115,CUST-A-01863,3,Decent product for everyday use.,2025-12-09,store-a
REV-000813,PB-00046,CB-00417,4,"Excellent value for money, highly recommend!",2025-12-05,store-b
REV-000814,PROD-A-00450,CUST-A-01925,3,"Okay for the price, gets the job done.",2025-03-20,store-a
REV-000815,PB-00344,CB-00748,1,"Perfect gift, the recipient loved it!",2024-06-23,store-b
REV-000816,PB-00139,CB-01413,3,Good but shipping was too slow.,2024-04-13,store-b
REV-000817,PB-00053,CB-00918,5,Decent product for everyday use.,2025-06-06,store-b
REV-000818,PROD-A-00175,CUST-A-00483,4,Quality could be better for the price.,2024-08-29,store-a
REV-000819,PROD-A-00094,CUST-A-01875,1,"Excellent value for money, highly recommend!",2025-08-09,store-a
REV-000820,PB-00257,CB-00410,3,Exceeded my expectations in every way.,2024-04-15,store-b
REV-000821,PROD-A-00154,CUST-A-00902,3,Decent product for everyday use.,2024-11-04,store-a
REV-000822,PROD-A-00275,CUST-A-00798,4,"Great product, exactly what I needed!",2025-09-06,store-a
REV-000823,PB-00043,CB-01405,4,Good but shipping was too slow.,2024-10-02,store-b
REV-000824,PB-00265,CB-00838,4,Arrived on time and works perfectly.,2024-08-03,store-b
REV-000825,PB-00103,CB-01215,4,"Not as described, very disappointed.",2025-07-11,store-b
REV-000826,PROD-A-00054,CUST-A-01411,5,"Perfect gift, the recipient loved it!",2025-09-23,store-a
REV-000827,PROD-A-00311,CUST-A-00591,3,"Excellent value for money, highly recommend!",2024-05-08,store-a
REV-000828,PROD-A-00190,CUST-A-00776,3,"Excellent value for money, highly recommend!",2024-12-11,store-a
REV-000829,PB-00052,CB-01015,5,"Average product, nothing special.",2025-07-31,store-b
